,Date,Open,High,Low,Close,Adj Close,Volume,dateFormatted,MoneyFlowVolume,accumulation_distribution_indicator,Aroon_up,Aroon_down,Aroon_oscillator,Adj Open,Adj High,Adj Low,adx_pos_directional_indicator,adx_neg_directional_indicator,avg. Directional index,avg.True Range,upper_Bollinger_Bands,lower_Bollinger_Bands,simple_moving_avg_20,Chaikin money flow,chaikin_oscillator,Commodity Channel Index,Coppock Curve,Ease of Movement,Ease of Movement MA,ForceIndex,mass_index,Moving Average Convergence/Divergence,Moving Average Convergence/Divergence_signal,Moving Average Convergence/Divergence_hist,money flow index,PercentagePriceOscillator,PercentagePriceOscillator_hist,PercentagePriceOscillator_signal,PercentageVolumeOscillator,PercentageVolumeOscillator_hist,PercentageVolumeOscillator_signal,Know Sure Thing,KST_signal,Rate of change,Relative Strength Index,volatility/sd,%K-FAST Stochastic indicator,%D- slow stochastic indicator,Trix,ulcer_index,UltimateOscillator,VortexIndicator_diff,VortexIndicator_neg,VortexIndicator_pos,WilliamsR
885,2017-02-18,1049.2099609375,1061.0999755859375,1046.9599609375,1054.4200439453125,1054.4200439453125,99073504,18feb2017,5466212.8377778735,7657690588.8603115,64.0,4.0,60.0,1049.2099609375,1061.0999755859375,1046.9599609375,33.86216102846847,19.9768000059569,22.33969075839475,32.33472115652902,1082.6508828319838,944.5249167285632,1013.5878997802735,0.364101748147967,296545911.04884815,99.68393502549888,3.3481129397585567,208.73073308822808,-43.16250741173402,2428292550.5546875,21.019665408929963,25.986399706508678,26.343802894461753,-0.357403187953075,60.576120047396614,2.6169208056496105,-0.0767840118493659,2.6937048174989764,-6.04993347217415,-3.9879333144999918,-2.062000157674158,114.80427200262362,113.99463045708717,1.567212748507412,64.74530082340448,0.5078416591100581,75.70612333133313,67.4628743111694,0.41312605562403,4.46,63.447769454239975,0.10382456929927686,0.9581828249857857,1.0620073942850625,-24.293876668666872
886,2017-02-19,1054.760009765625,1056.81005859375,1043.4599609375,1047.8699951171875,1047.8699951171875,77423296,19feb2017,-26271702.887238946,7631418885.973073,60.0,0.0,60.0,1054.760009765625,1056.81005859375,1043.4599609375,32.74938899694888,20.181865501938603,22.439934654591887,31.769727434430802,1074.8906172078273,965.0339799601416,1019.9622985839844,0.3683796452159325,284166024.0810995,77.19307450690891,2.305021262405127,-67.16076294387183,-51.24395368371091,384791512.859375,21.04950802600801,26.36443919483213,26.34793015453583,0.01650904029629885,61.66424248317634,2.6441708435519833,-0.039627179157594394,2.6837980227095777,-8.918204094461851,-5.484963149430154,-3.433240945031697,117.17610235504867,114.59877750985768,-1.2700787467685324,62.82462643961127,0.5066543735312201,71.10310552292651,72.24858423617813,0.40988453732559654,4.47,62.96506227884248,0.07705003270797772,0.9619805267116524,1.03903055941963,-28.896894477073484
887,2017-02-20,1048.68994140625,1080.489990234375,1041.68994140625,1079.97998046875,1079.97998046875,109478000,20feb2017,106599918.61569923,7738018804.588772,56.0,0.0,56.0,1048.68994140625,1080.489990234375,1041.68994140625,35.38696453311591,18.299659897672033,23.11050088013238,33.30544172014509,1081.4053551193244,969.4769385818474,1025.441146850586,0.3588682661601832,286225951.2901068,110.65959164392451,3.746166681948366,388.25410569414726,-27.092618213894337,5762923523.681641,21.09143566309949,28.92165484256259,26.862675092141185,2.058979750421404,61.68233859261437,2.882886460348212,0.1592707501109074,2.7236157102373046,-9.114067617660309,-4.544661338102889,-4.56940627955742,119.47500638377961,115.08200727924424,1.590679356397631,67.85839560221402,0.5074142599221398,93.66825553620166,80.15916146348714,0.41327356433136997,4.46,69.9440592976594,0.105902648469416,0.9168732800669784,1.0227759285363944,-6.331744463798352
888,2017-02-21,1079.280029296875,1117.25,1076.9300537109375,1115.300048828125,1115.300048828125,186868992,21feb2017,168794294.81041837,7906813099.39919,100.0,0.0,100.0,1079.280029296875,1117.25,1076.9300537109375,40.658917182215006,16.570216713380486,24.466298959683208,34.486864362444194,1097.9731580819944,965.5368394765993,1031.7549987792968,0.3612722905594878,307978949.6685848,167.52173095117476,6.183881475367759,776.7583652083229,12.789235263271214,14416947295.03125,21.20726285009757,33.41313517822664,28.17276710935828,5.24036806886836,62.640965534832056,3.3032567538642597,0.46371283490156356,2.839543918962696,-4.257111994824806,0.24983542778609102,-4.506947422610897,123.00399447749233,115.89629527234352,12.160008141433593,72.30126900573563,0.5082593250734557,98.85672938289224,87.87603014734016,0.42712628010217035,4.45,73.83431134684501,0.1907765402740852,0.8835167466262072,1.0742932869002924,-1.143270617107763
889,2017-02-22,1114.800048828125,1125.3900146484375,1100.550048828125,1117.43994140625,1117.43994140625,136100000,22feb2017,48981927.77005145,7955795027.169241,100.0,4.0,96.0,1114.800048828125,1125.3900146484375,1100.550048828125,40.193444289926134,15.592538710261017,25.868614893880274,33.298291887555806,1112.7285156836829,961.3454772362388,1037.0369964599608,0.33474137197632264,323603597.3066807,160.1884674260355,8.245854251750421,289.83010912230577,22.930544160851703,7633844348.144531,21.40917782903838,36.72202846535549,29.882619380557724,6.839409084797769,61.491652862278954,3.6024350930793108,0.6103129392932916,2.992122153786019,-3.595096773203836,0.7294805195256489,-4.324577292729485,125.56449190510561,117.10313109077083,13.024103871762922,72.54884703253516,0.5064952842266431,95.5511381393228,96.0253743528056,0.4467436254877037,4.45,72.90970255590965,0.2348471011854284,0.8984502009667931,1.1332973021522215,-4.448861860677197
890,2017-02-23,1117.27001953125,1176.6199951171875,1116.9599609375,1166.719970703125,1166.719970703125,189454000,23feb2017,126577762.96356922,8082372790.132811,100.0,0.0,100.0,1117.27001953125,1176.6199951171875,1116.9599609375,46.241198248584645,13.528018942142223,27.93032007748379,27.870723179408483,1139.0723197399934,948.6826668322725,1043.877493286133,0.3322493873450126,347039510.3198881,178.0139594857615,13.411152906901116,1065.0074168719923,187.18660032226788,19636911725.341797,21.645733505049403,42.827151999291345,32.47152590430445,10.355626094986896,79.94080123394657,4.1568383253484535,0.9317729372499475,3.225065388098506,0.09138720999802402,3.5327716021820073,-3.4413843921839833,132.27185377568344,119.15798322695076,16.155105433225643,77.5298975428418,0.5080591655248669,95.69431271380513,96.70072674534009,0.4781387377253882,4.45,77.93281362222459,0.6439065365739203,0.7730592260915472,1.4169657626654675,-4.305687286194868
891,2017-02-24,1172.7099609375,1200.3900146484375,1131.9599609375,1173.6800537109375,1173.6800537109375,330759008,24feb2017,72551986.25118673,8154924776.383997,100.0,0.0,100.0,1172.7099609375,1200.3900146484375,1131.9599609375,44.624046535261506,11.626505188809903,30.125420096789835,29.029009137834823,1161.9015323274698,938.9314571744835,1050.4164947509767,0.2960695542911932,366673641.7706747,159.77936128521338,18.619174554042225,401.0524966409279,310.5530156654745,59304117076.2832,22.013857150110137,47.67753002793506,35.512726729030575,12.164803298904488,91.09455068738708,4.5803966159010585,1.0842649822420416,3.496131633659017,9.94853036957917,10.711931809410522,-0.7634014398313527,141.93700614653918,122.35922431025536,17.464204998942616,78.13338744946114,0.5080552564224903,88.09652883426138,93.1139932291298,0.5161457798389167,4.11,74.37879560900947,0.9516440346393317,0.5019636383733536,1.4536076730126852,-11.903471165738623
892,2017-02-25,1170.4100341796875,1174.8499755859375,1124.5899658203125,1143.8399658203125,1143.8399658203125,139960992,25feb2017,-32748553.7786802,8122176222.605317,96.0,0.0,96.0,1170.4100341796875,1174.8499755859375,1124.5899658203125,40.15916154700014,11.93039708242378,31.8445151146179,30.729012625558035,1174.6112507348228,937.8717387671303,1056.2414947509765,0.30269815871442246,366517060.5275421,106.16735863829545,21.452764246900145,-590.8998698930865,225.35285187863724,21717180929.021484,22.515306796584852,48.55394420693165,38.120970224610794,10.432973982320853,83.65324149061962,4.630673155661507,0.9076332176019917,3.723039938059515,7.739274545946338,6.802140788622152,0.9371337573241856,145.66516937151198,125.91847437432494,15.464510141565857,69.51344912746842,0.5086322570513476,74.798095840656,86.19631246290754,0.5496374355772455,3.72,69.76978992826682,0.7143550299652492,0.6130226609981304,1.3273776909633797,-25.201904159344007
893,2017-02-26,1144.27001953125,1167.469970703125,1130.199951171875,1165.199951171875,1165.199951171875,116486000,26feb2017,102296284.05979379,8224472506.665111,92.0,36.0,56.0,1144.27001953125,1167.469970703125,1130.199951171875,37.18774900184578,11.047656253338044,33.44081763117253,32.831229073660715,1190.1554979107448,935.0324842669895,1062.5939910888671,0.3276756984819008,374354776.22292805,94.88737271603972,24.577248815746287,-28.31613348401588,219.3664848794769,18725117390.25879,22.960593949944474,50.39120264636199,40.57501670896104,9.816185937400952,84.16062059657526,4.76660777731338,0.834854271403092,3.9317535059102884,4.726885397103973,3.03180131182383,1.695084085280143,150.19440341437567,130.0102555369067,15.992231878063112,71.90298332400246,0.5088752670980019,84.31731491880721,82.40397986457491,0.5815542934102149,3.42,73.17475700532536,0.6439619923576786,0.6440018293129878,1.2879638216706664,-15.682685081192796
894,2017-02-27,1163.780029296875,1181.97998046875,1163.3800048828125,1179.969970703125,1179.969970703125,131570000,27feb2017,103133727.74346825,8327606234.408579,88.0,32.0,56.0,1163.780029296875,1181.97998046875,1163.3800048828125,38.74904985801642,10.625133455870857,35.120814432253994,32.29565865652902,1206.4523122566916,930.5976694327616,1068.5249908447265,0.3177950089095439,387598248.6966305,102.6187944291519,27.449986159660053,337.0958487329452,265.28947984322764,23786400892.333984,23.391860401985337,52.43462659830766,42.946938686830364,9.487687911477295,89.0584715533037,4.917587112197729,0.7886668850299516,4.128920227167777,3.032119226328344,1.0696281128385605,1.9624911134897833,155.6567938864995,134.5494246351151,17.120934765782703,73.45249034075209,0.5089709773788176,90.45431058513506,83.18990711486613,0.6125027603393076,3.02,72.46387293691562,0.8122675016728877,0.6001230586638577,1.4123905603367455,-9.545689414864949
895,2017-02-28,1180.719970703125,1193.25,1171.8199462890625,1179.969970703125,1179.969970703125,184956000,28feb2017,-44275445.87166415,8283330788.536915,84.0,28.0,56.0,1180.719970703125,1193.25,1171.8199462890625,39.37609627354945,10.143768053477888,36.828721915959896,32.037876674107146,1220.9597803940287,927.7802037368305,1074.3699920654296,0.289656186651612,380775016.9787407,97.90192973095104,29.07374835030743,114.18540667269649,260.5587825037268,35017338821.04492,23.729671160246472,53.43805417777139,45.04516178501857,8.39289239275282,89.4428737018232,4.972416700128017,0.6747971783681912,4.297619521759826,4.415421858495443,1.9623445960045274,2.4530772624909156,161.1143182341139,139.4314486216779,14.845639452959967,73.45249034075209,0.5089314787219241,89.72886464661102,88.16683005018446,0.6399497739572103,2.41,68.31926793462596,0.8184262021141097,0.5927587389368488,1.4111849410509585,-10.271135353388985
896,2017-03-01,1180.0400390625,1222.5,1179.68994140625,1222.5,1222.5,229056992,01mar2017,229056992.0,8512387780.536915,100.0,24.0,76.0,1180.0400390625,1222.5,1179.68994140625,41.9470260612785,9.242909841429181,38.761512140251725,34.57716587611607,1241.3822282749854,930.1694562953269,1085.7758422851562,0.4430275271716905,403909720.96702576,115.28605374506397,31.43487890532376,346.88073742942345,281.74274317719426,49922974202.50586,24.009139990939595,57.00794360214172,47.4377181484432,9.57022545369852,90.23735058386032,5.2510972848913,0.7627822105051791,4.48831507438612,7.526343564165384,4.058613041339575,3.4677305228258097,172.0368287675667,145.27165110876535,16.850349895782678,77.58132312457003,0.5099057117085841,100.0,93.39439174391539,0.6705671438574425,1.91,71.77132812705659,0.8093076281790383,0.5567264207610174,1.3660340489400558,-0.0
897,2017-03-02,1224.6800537109375,1262.1300048828125,1215.6199951171875,1251.010009765625,1251.010009765625,368275008,02mar2017,192174580.9573502,8704562361.494265,100.0,20.0,80.0,1224.6800537109375,1262.1300048828125,1215.6199951171875,46.01896429145825,8.372910593193646,40.936592852039304,36.050022670200896,1263.9737742054654,933.8115102183629,1098.892642211914,0.44223502432343786,441076845.18027496,139.39374668903622,33.83084655653393,477.1297246277583,292.8360965347207,89686023487.54688,24.282269978039402,61.42950511419531,50.23607554159363,11.19342957260168,91.39297952515827,5.595241220423893,0.8855409168302177,4.709700303593675,15.520939047552371,9.64256681978125,5.878372227771122,183.14789617323595,151.9543068527369,18.644369191307657,79.84433581074103,0.509488399889319,95.29790030175613,95.00892164945576,0.7057232378546173,1.29,70.7191894776677,0.8653253533373403,0.5452548733161527,1.410580226653493,-4.7020996982438685
898,2017-03-03,1250.7099609375,1280.31005859375,1250.7099609375,1274.989990234375,1274.989990234375,315739008,03mar2017,202242550.94175285,8906804912.436018,100.0,16.0,84.0,1250.7099609375,1280.31005859375,1250.7099609375,46.95223960004732,7.8654908213552535,43.10563007221668,36.197884695870535,1288.8624019521174,935.9768802744451,1112.4196411132812,0.4553809787861579,488568543.7668543,155.2023521391426,35.48636970171684,249.69955252968694,283.44626644981855,78161206847.34375,24.581179321808875,66.10657305859104,53.41017504499311,12.696398013597928,92.11773903062192,5.950148838580992,0.992358827989853,4.957790010591139,18.581326010777612,10.162363026405192,8.41896298437242,195.25906093262324,159.6981478557944,21.67444398403523,81.53287962270427,0.5096683876422112,97.77048623473993,97.68946217883206,0.7450779755887224,0.93,73.07603748314081,0.8923369905982541,0.5503091319855193,1.4426461225837734,-2.2295137652600605
899,2017-03-04,1277.4300537109375,1279.4000244140625,1230.510009765625,1255.1500244140625,1255.1500244140625,183270000,04mar2017,1462016.0196950366,8908266928.455713,96.0,12.0,84.0,1277.4300537109375,1279.4000244140625,1230.510009765625,42.38347102998474,11.120560258978912,44.200295380915904,38.626456124441965,1304.1918909218493,946.2442907187757,1125.2180908203125,0.4486901354577841,510078010.2661352,120.12364325840873,35.223448120565145,-281.5702223675974,248.42476963154527,38292445433.34961,24.8663087941158,67.43491593467593,56.21512322292968,11.219792711746251,85.22710245234619,6.011933617505084,0.8433148855311563,5.168618731973928,15.712399281655017,5.834749037826077,9.87765024382894,204.41190333655052,167.71370891811296,16.21974917250618,75.86969966411158,0.5091984972393399,89.45602974458454,94.17480542702691,0.7797424288292638,0.93,73.87142934905148,0.7431067015711771,0.5963165613654745,1.3394232629366516,-10.543970255415454
900,2017-03-05,1254.2900390625,1267.2900390625,1238.06005859375,1267.1199951171875,1267.1199951171875,134127000,05mar2017,132566445.80959858,9040833374.265312,92.0,8.0,84.0,1254.2900390625,1267.2900390625,1238.06005859375,39.88461469181232,10.464911209671026,45.21677031042232,39.760733468191965,1316.9560020846463,961.1279761868379,1139.0419891357421,0.47947629819772125,534240989.93384933,107.43985354740882,35.18248860121047,-49.68681008254039,249.67290912164034,28528806350.83008,25.175517283245153,68.66202079755931,58.704502737855606,9.957518059703702,88.0963173465288,6.0631000858398965,0.7155850830927744,5.347515002747122,11.374705065698487,1.1976438574956365,10.17706120820285,211.50131464625878,175.44307652919292,13.61247553504402,76.91167366931089,0.5084290897751975,94.47235898128481,93.8996249868698,0.8100751734657564,0.92,74.85483954678743,0.7277101997575043,0.6218811121473992,1.3495913119049034,-5.527641018715188
901,2017-03-06,1267.469970703125,1276.0,1264.5999755859375,1272.8299560546875,1272.8299560546875,153656992,06mar2017,68201136.91539688,9109034511.18071,88.0,4.0,84.0,1267.469970703125,1276.0,1264.5999755859375,40.76707419453183,10.212028733262825,46.268173329801606,37.8035888671875,1328.114774984262,976.797200113394,1152.455987548828,0.4793048235007973,549424088.9907923,105.55776135183102,33.79812322290792,130.7618559236017,231.2806055666014,34566670918.09375,25.393918702624134,69.2964500293333,60.82289219615115,8.473557833182149,88.37428138211448,6.063449187218132,0.5727473475768079,5.490701839641324,8.554668006661878,-1.2979145612327798,9.852582567894657,216.9252175879318,183.36085966435067,13.905894079004003,77.41272557538758,0.5082228742058762,96.32210524167677,93.4168313225154,0.8352597516125153,0.84,73.65669751825692,0.7905901765330802,0.6305906101506175,1.4211807866836976,-3.6778947583232346
902,2017-03-07,1273.2099609375,1275.550048828125,1204.800048828125,1223.5400390625,1223.5400390625,291256000,07mar2017,-136962442.5242933,8972072068.656416,84.0,0.0,84.0,1273.2099609375,1275.550048828125,1204.800048828125,35.09846342034417,20.54485770328315,44.83153029688591,39.977164132254465,1327.5865503417365,998.9314306152949,1163.2589904785157,0.399643296497404,525499811.37823105,46.81416128663854,30.2365616696272,-731.7752876379183,123.5282017918699,41812728425.78125,25.229221308537582,65.07184764426029,61.67268328577298,3.3991643584873046,78.64784527648764,5.664174652761562,0.1387782504961903,5.525396402265372,11.764622264339623,1.5296317571559719,10.234990507183651,219.3363245348694,191.04329534440555,4.870069064227326,64.41700342061144,0.5098373543903739,68.41899396575023,86.40448606290397,0.8447786321234554,1.36,65.60107373654247,0.5113098407141179,0.717159868882665,1.228469709596783,-31.581006034249768
903,2017-03-08,1223.22998046875,1232.1600341796875,1148.0799560546875,1150.0,1150.0,332603008,08mar2017,-317412432.39768636,8654659636.25873,80.0,8.0,72.0,1223.22998046875,1232.1600341796875,1148.0799560546875,29.796013222396418,27.632436852078058,41.89838024006746,44.20860072544643,1321.0408834687387,1017.7331033476677,1169.3869934082031,0.2781434319074377,446747193.9568949,-48.39669868158591,25.016483489581507,-1265.362226239005,12.44303498034768,11541308137.21875,25.14343403881846,55.153972600892075,60.36894114879681,-5.214968547904732,69.58384150622788,4.8005123343006915,-0.5799072543717445,5.380419588672436,15.326377666559102,4.073109727500359,11.253267939058743,212.56929698712344,197.36690680003042,-2.0175901972659402,50.732605876208524,0.513945332496051,20.226519320501822,61.655872842642985,0.8282179471454182,2.95,50.3080353955349,0.24930495783594953,0.8274899037433662,1.0767948615793157,-79.77348067949818
904,2017-03-09,1150.3499755859375,1197.4599609375,1141.22998046875,1188.489990234375,1188.489990234375,212283008,09mar2017,144554997.18948585,8799214633.448215,76.0,4.0,72.0,1150.3499755859375,1197.4599609375,1141.22998046875,26.872190278137502,26.11632337944479,39.00752973077404,43.963596888950896,1316.7451046714586,1036.2568850746352,1176.500994873047,0.29242076046113313,405896268.13256264,-54.65837606035447,20.39534624194544,-550.293322129927,-102.93558923407511,15082718083.78125,25.22084127040204,49.82544895198248,58.260242709433946,-8.434793757451466,63.238427500347505,4.325690187063334,-0.8437835212872811,5.1694737083506155,13.50378808871092,1.8004161197217403,11.70337196898918,207.24998445129185,202.49309193527242,3.9035202255799337,56.000982032632784,0.5148267889600968,41.03518259973865,43.226898628663605,0.8006781625400108,3.47,52.35277963908501,0.0732911326378688,0.9661408735294065,1.0394320061672753,-58.96481740026135
905,2017-03-10,1189.3599853515625,1270.469970703125,1077.25,1116.719970703125,1116.719970703125,563795968,10mar2017,-333457351.7739279,8465757281.674288,72.0,0.0,72.0,1189.3599853515625,1270.469970703125,1077.25,29.77955206177142,19.159090238230146,37.771390933375024,52.877162388392854,1310.9259077083445,1048.3060747135303,1179.6159912109374,0.1841907280641572,315768415.73983574,-85.88266662417237,13.761684169807548,154.73523182330987,-120.52967957819068,-28189798400.0,25.402266115862247,39.35762460402498,54.479719088352155,-15.122094484327178,49.560019352273635,3.4246430849758043,-1.3958644986998494,4.820507583675654,22.992422403508982,9.031240347615842,13.96118205589314,192.47719782910804,204.76424405322143,-4.160657612454608,46.101505348760654,0.5189280628658359,19.437584612388097,26.899762177542886,0.7525980466831409,4.8,41.24887063452949,0.020762399956730904,0.9053332115291004,0.9260956114858313,-80.5624153876119
906,2017-03-11,1116.3199462890625,1193.8299560546875,1116.3199462890625,1175.8299560546875,1175.8299560546875,283320000,11mar2017,151730286.22185263,8617487567.896141,68.0,0.0,68.0,1116.3199462890625,1193.8299560546875,1116.3199462890625,26.706106283721866,17.181746022917043,36.62354776436166,54.82359095982143,1301.853748185897,1070.1742303297278,1186.0139892578125,0.21468871152976524,271279961.5587301,-77.6960632654782,10.16536797655313,-513.9164840869608,-115.03086630632457,609110332.03125,25.93173529992185,35.42314425000586,50.6684041206829,-15.245259870677039,55.38498909368518,3.077018304718776,-1.3947914231655028,4.4718097278842786,21.104988593539435,5.715045230117035,15.3899433634224,179.72391592596057,204.3838018035242,-0.3508576278403536,53.406856217872985,0.5211628171877274,48.54719177044584,36.33998632752423,0.7024126200860934,5.23,45.113573045586854,0.013953796101792593,0.975271359155978,0.9892251552577705,-51.45280822955416
907,2017-03-12,1176.6199951171875,1226.97998046875,1175.3599853515625,1221.3800048828125,1221.3800048828125,227176000,12mar2017,177885795.65872335,8795373363.554865,64.0,0.0,64.0,1176.6199951171875,1226.97998046875,1175.3599853515625,29.291485521303084,15.997595383212515,36.10425229413611,55.84858921595982,1298.4628877982636,1087.7050931587678,1193.0839904785157,0.22445738891239597,263081483.89098167,-7.9891651872059235,7.617728028830363,1047.3929082546929,-38.194506182131086,17615235914.0625,26.44937068951473,35.5705137452544,47.648826045597204,-12.078312300342802,56.8178821282619,3.0759328680836076,-1.1167014878405368,4.192634355924144,17.786440337175964,1.9171975790028508,15.869242758173113,170.09362846671397,201.58764264064538,3.50941424000917,58.11778719695703,0.5216444987888141,70.97900290237023,46.32125976173476,0.6598014457680701,5.3,46.32367784681751,0.13386966108434706,0.9238885880031469,1.057758249087494,-29.02099709762977
908,2017-03-13,1221.780029296875,1237.3699951171875,1217.030029296875,1231.9200439453125,1231.9200439453125,380276992,13mar2017,176491886.70569244,8971865250.260557,60.0,0.0,60.0,1221.780029296875,1237.3699951171875,1217.030029296875,29.910642259320642,15.543034141385473,35.78318728771937,55.972874232700896,1298.9415849176692,1098.8883955510807,1198.914990234375,0.2171748900360885,279590742.8231735,24.017035725018687,5.395255327364366,139.22743614217148,-52.32796422432921,25372116185.84375,26.946585916941764,36.12141303289627,45.34334344305702,-9.221930410160752,59.70890795171898,3.108536872710491,-0.8672779865709228,3.9758148592814138,19.350965659335834,2.7853783209301746,16.56558733840566,158.62968966767488,196.50073001077033,0.7705557419478527,59.147096069576186,0.5216664911403849,76.16960470535051,65.23193312605555,0.6245571449142475,5.38,46.58405774709337,0.13914908472217957,0.9293152322087815,1.0684643169309611,-23.83039529464949
909,2017-03-14,1232.1600341796875,1244.81005859375,1220.719970703125,1240.0,1240.0,245306000,14mar2017,147345690.45230204,9119210940.71286,56.0,0.0,56.0,1232.1600341796875,1244.81005859375,1220.719970703125,29.94469651545344,14.999426928857934,35.60245965890279,56.162876674107146,1298.8782512177015,1111.2077351104233,1205.0429931640624,0.2320645924450118,307934080.51200867,30.341719994645988,3.749355706131412,54.65068034414946,-56.58044467636829,14725726366.699219,27.316863974863423,36.78594414828444,43.63186358410251,-6.845919435818068,60.42444295296405,3.150063609395321,-0.6606009999088744,3.8106646093041956,16.505027019883215,-0.04844825481795567,16.55347527470117,148.85563763329452,189.54009923155206,-0.8800896619274622,59.95949089734473,0.5216714538688895,80.14870138770328,75.76576966514136,0.595837356240839,5.43,49.183490986949316,0.12776625129944563,0.9344253438174951,1.0621915951169407,-19.85129861229672
910,2017-03-15,1240.1600341796875,1251.6099853515625,1239.75,1249.6099853515625,1249.6099853515625,297804992,15mar2017,197364735.73585024,9316575676.44871,52.0,8.0,44.0,1240.1600341796875,1251.6099853515625,1239.75,30.44334889390988,14.726356192433244,35.544814617949974,53.952157156808035,1303.217768273405,1115.1572195195636,1209.1874938964843,0.2409762294800467,351659516.8825531,47.92465091210255,2.5318978573527677,51.43347302252355,-77.68382070543255,20739144005.257812,27.590047362801958,37.653983663903546,42.43628760006272,-4.782303936159174,61.196549494962476,3.2077465708693067,-0.4823344307479114,3.690081001617218,15.574817285618508,-0.7829263912661304,16.35774367688464,138.17844996604384,180.79045838467562,-1.9906042460887885,60.95402325700061,0.5216888082956752,84.88128416056094,80.3998634178716,0.5731123509247574,5.45,53.88066906802897,0.11805438723654227,0.961460583273335,1.0795149705098772,-15.118715839439052
911,2017-03-16,1251.3299560546875,1257.97998046875,1152.43994140625,1187.81005859375,1187.81005859375,638568000,16mar2017,-210555556.7070406,9106020119.741669,48.0,4.0,44.0,1251.3299560546875,1257.97998046875,1152.43994140625,25.92094712423466,24.82793932528736,33.159739088535666,58.168587820870535,1303.0088331998134,1116.7791550814366,1209.893994140625,0.175172198624356,339982577.72992706,-39.10107921558094,-0.47337372070457734,-668.872967408141,-159.54115585085395,-22151886503.90625,27.798179765515975,32.97505768931933,40.54404161791405,-7.568983928594719,48.664479082588954,2.8066750907229454,-0.7067247287154181,3.5133998194383635,23.217905584898865,5.488129526411381,17.729776058487484,120.26514544382613,169.7825495967819,-5.365092977769617,52.00783520782459,0.5244425839910383,54.446974633717026,73.15898672732712,0.5434056547193001,5.75,47.92955441200814,-0.08267849495423552,1.0050960548707668,0.9224175599165313,-45.553025366282974
912,2017-03-17,1180.1600341796875,1180.1600341796875,1099.5699462890625,1100.22998046875,1100.22998046875,706598976,17mar2017,-695024860.9270608,8410995258.814608,44.0,0.0,44.0,1180.1600341796875,1180.1600341796875,1099.5699462890625,22.86291648522544,28.96746923488157,31.63246786533037,62.35716029575893,1309.023070092563,1106.4039196535305,1207.7134948730468,0.04816760670250672,213722014.5754261,-146.94361465637377,-5.684076338256476,-745.2822762334657,-230.6112864767934,-106541014302.42188,28.140968668361676,21.9470033837124,36.82463397107372,-14.877630587361324,37.98449056551866,1.8768547104269406,-1.3092360872091384,3.186090797636079,28.848654774932342,8.895102973155886,19.953551801776456,100.6578894327276,157.3479487574046,-13.170813758092653,42.49024623267167,0.5303943112369742,11.367785156275948,50.232014650184674,0.49422760250610365,6.82,47.182537061928095,-0.2878464705469448,1.1059564423043848,0.81810997175744,-88.63221484372406
913,2017-03-18,1099.68994140625,1114.0699462890625,957.655029296875,973.8179931640625,973.8179931640625,621302016,18mar2017,-492898891.4345811,7918096367.380027,40.0,100.0,-60.0,1099.68994140625,1114.0699462890625,957.655029296875,18.660405613949095,40.32021161927311,31.9961201673325,70.03751046316964,1343.1094339749593,1053.1793599703533,1198.1443969726563,-0.04712796102014208,44362215.728777885,-241.11049545489314,-12.973847338618311,-2618.298728705933,-397.5204655009602,-187118768942.53125,28.46470497604123,2.9725344603280064,30.054214068924583,-27.081679608596577,35.42782767805957,0.25739208889085224,-2.3429589669961817,2.600351055887034,30.30388434712662,8.280266036280128,22.02361831084649,76.30156125362383,142.79812395766373,-23.491901763331683,33.0801636986036,0.5440776409421544,5.077185240743255,23.630648343578773,0.41179240887809326,9.27,34.80531751325235,-0.4468881396513298,1.1608118407531838,0.713923701101854,-94.92281475925675
914,2017-03-19,976.72998046875,1069.9100341796875,976.72998046875,1036.739990234375,1036.739990234375,406648000,19mar2017,117132562.02617212,8035228929.4061985,36.0,96.0,-60.0,976.72998046875,1069.9100341796875,976.72998046875,16.637152797179418,35.94849626542989,32.33379730490591,74.81337193080357,1352.889905473637,1029.0758904248005,1190.9828979492188,-0.04314882581933571,-53483880.79270077,-175.72583903956055,-16.732424777118748,-287.4006520987462,-414.5000256449749,-88816003579.10156,28.897929500066514,-6.907958912330969,22.661779472673473,-29.56973838500444,38.02290048608403,-0.6027276262406089,-2.5624629457021144,1.9597353194615055,27.036600729962807,4.010385935293051,23.026214794669755,55.82421120774205,127.61445877751196,-15.267179075827778,40.18147874333962,0.5474021496171892,24.842535053349806,13.762501816789703,0.32113521096069336,10.5,35.59802131629176,-0.4379565455148111,1.1783657389644713,0.7404091934496602,-75.1574649466502
